"Grupo";"Norma";"Título";"Publicación";"Organismo";"idNorma";"idParte";"Url"
"Consulta Previa Indígena";"Decreto 40";"DE LA PARTICIPACIÓN DE LA COMUNIDAD EN EL PROCESO DE EVALUACIÓN DE IMPACTO AMBIENTAL";"12-AGO-2013";"MINISTERIO DEL MEDIO AMBIENTE";"1053563";"9369903";"https://www.leychile.cl/Navegar?idNorma=1053563&idParte=9369903"
"Contaminación";"Ley 21368";"REGULA LA ENTREGA DE PLÁSTICOS DE UN SOLO USO Y LAS BOTELLAS PLÁSTICAS  Y MODIFICA LOS CUERPOS LEGALES QUE INDICA";"13-AGO-2021";"MINISTERIO DEL MEDIO AMBIENTE";"1163603";"0";"https://www.leychile.cl/Navegar?idNorma=1163603&idParte=0"
"Contaminación";"Ley 21123";"MODIFICA EL CÓDIGO PENAL Y TIPIFICA COMO FALTA EL ENSUCIAR  ARROJAR O ABANDONAR BASURA  MATERIALES O DESECHOS DE CUALQUIER ÍNDOLE EN PLAYAS  RIBERAS DE RÍOS O DE LAGOS  PARQUES NACIONALES  RESERVAS NACIONALES  MONUMENTOS NATURALES O EN OTRAS ÁREAS DE CONSERVACIÓN DE LA BIODIVERSIDAD DECLARADAS BAJO PROTECCIÓN OFICIAL";"10-DIC-2018";"MINISTERIO DE BIENES NACIONALES";"1126481";"0";"https://www.leychile.cl/Navegar?idNorma=1126481&idParte=0"
"Contaminación";"Ley 21100";"PROHÍBE LA ENTREGA DE BOLSAS PLÁSTICAS DE COMERCIO EN TODO EL TERRITORIO NACIONAL";"03-AGO-2018";"MINISTERIO DEL MEDIO AMBIENTE";"1121380";"0";"https://www.leychile.cl/Navegar?idNorma=1121380&idParte=0"
"Contaminación";"Ley 20599";"REGULA LA INSTALACIÓN DE ANTENAS EMISORAS Y TRANSMISORAS DE SERVICIOS DE TELECOMUNICACIONES";"11-JUN-2012";"MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES,  SUBSECRETARÍA DE TELECOMUNICACIONES";"1040859";"0";"https://www.leychile.cl/Navegar?idNorma=1040859&idParte=0"
"Contaminación";"Ley 20571";"REGULA EL PAGO DE LAS TARIFAS ELÉCTRICAS DE LAS GENERADORAS RESIDENCIALES";"22-MAR-2012";"MINISTERIO DE ENERGÍA";"1038211";"0";"https://www.leychile.cl/Navegar?idNorma=1038211&idParte=0"
"Contaminación";"Decreto 6";"ESTABLECE REGLAMENTO PARA LA DICTACIÓN DE NORMAS DE CALIDAD AMBIENTAL Y DE EMISIÓN";"26-JUN-2025";"MINISTERIO DEL MEDIO AMBIENTE";"1214493";"0";"https://www.leychile.cl/Navegar?idNorma=1214493&idParte=0"
"Contaminación";"Decreto 40";"ESTABLECE NORMA PRIMARIA DE CALIDAD DEL AIRE PARA DIÓXIDO DE NITRÓGENO (NO2)";"23-SEP-2024";"MINISTERIO DEL MEDIO AMBIENTE";"1206820";"0";"https://www.leychile.cl/Navegar?idNorma=1206820&idParte=0"
"Contaminación";"Decreto 39";"MODIFICA ARTÍCULO 47  DEL DECRETO SUPREMO Nº 105  DE 2018  DEL MINISTERIO DEL MEDIO AMBIENTE  EN EL SENTIDO QUE INDICA";"18-MAR-2024";"MINISTERIO DEL MEDIO AMBIENTE";"1201896";"0";"https://www.leychile.cl/Navegar?idNorma=1201896&idParte=0"
"Contaminación";"Decreto 1";"ESTABLECE NORMA DE EMISIÓN DE LUMINOSIDAD ARTIFICIAL GENERADA POR ALUMBRADOS DE EXTERIORES  ELABORADA A PARTIR DE LA REVISIÓN DEL DECRETO SUPREMO Nº 43  DE 2012  DEL MINISTERIO DEL MEDIO AMBIENTE";"18-OCT-2023";"MINISTERIO DEL MEDIO AMBIENTE";"1197027";"0";"https://www.leychile.cl/Navegar?idNorma=1197027&idParte=0"
"Contaminación";"Decreto 5";"ESTABLECE NORMA PRIMARIA DE CALIDAD DEL AIRE PARA EL COMPUESTO ORGÁNICO VOLÁTIL BENCENO";"11-MAY-2023";"MINISTERIO DEL MEDIO AMBIENTE";"1192010";"0";"https://www.leychile.cl/Navegar?idNorma=1192010&idParte=0"
"Contaminación";"Decreto 9";"ESTABLECE NORMA DE EMISIÓN DE CONTAMINANTES EN PLANTELES PORCINOS QUE  EN FUNCIÓN DE SUS OLORES  GENERAN MOLESTIA Y CONSTITUYEN UN RIESGO A LA CALIDAD DE VIDA DE LA POBLACIÓN";"06-FEB-2023";"MINISTERIO DEL MEDIO AMBIENTE";"1188661";"0";"https://www.leychile.cl/Navegar?idNorma=1188661&idParte=0"
"Contaminación";"Decreto 12";"ESTABLECE NORMA PRIMARIA DE CALIDAD AMBIENTAL PARA MATERIAL PARTICULADO RESPIRABLE MP10";"04-JUN-2022";"MINISTERIO DEL MEDIO AMBIENTE";"1176988";"0";"https://www.leychile.cl/Navegar?idNorma=1176988&idParte=0"
"Contaminación";"Decreto 39";"ESTABLECE NORMA DE EMISIÓN PARA MAQUINARIAS MÓVILES";"21-OCT-2021";"MINISTERIO DEL MEDIO AMBIENTE";"1166850";"0";"https://www.leychile.cl/Navegar?idNorma=1166850&idParte=0"
"Contaminación";"Decreto 38";"ESTABLECE NORMA DE EMISIÓN PARA GRUPOS ELECTRÓGENOS";"15-SEP-2021";"MINISTERIO DEL MEDIO AMBIENTE";"1165057";"0";"https://www.leychile.cl/Navegar?idNorma=1165057&idParte=0"
"Contaminación";"Decreto 104";"ESTABLECE NORMA PRIMARIA DE CALIDAD DE AIRE PARA DIÓXIDO DE AZUFRE (SO2)";"16-MAY-2019";"MINISTERIO DEL MEDIO AMBIENTE";"1131641";"0";"https://www.leychile.cl/Navegar?idNorma=1131641&idParte=0"
"Contaminación";"Decreto 31";"ESTABLECE PLAN DE PREVENCIÓN Y DESCONTAMINACIÓN ATMOSFÉRICA PARA LA REGIÓN METROPOLITANA DE SANTIAGO";"24-NOV-2017";"MINISTERIO DEL MEDIO AMBIENTE";"1111283";"0";"https://www.leychile.cl/Navegar?idNorma=1111283&idParte=0"
"Contaminación";"Decreto 9";"ESTABLECE NORMAS SECUNDARIAS DE CALIDAD AMBIENTAL PARA LA PROTECCIÓN DE LAS AGUAS CONTINENTALES SUPERFICIALES DE LA CUENCA DEL RÍO BIOBÍO";"27-NOV-2015";"MINISTERIO DEL MEDIO AMBIENTE";"1084403";"0";"https://www.leychile.cl/Navegar?idNorma=1084403&idParte=0"
"Contaminación";"Decreto 53";"ESTABLECE NORMAS SECUNDARIAS DE CALIDAD AMBIENTAL PARA LA PROTECCIÓN DE LAS AGUAS CONTINENTALES SUPERFICIALES DE LA CUENCA DEL RÍO MAIPO";"04-JUL-2014";"MINISTERIO DEL MEDIO AMBIENTE";"1063954";"0";"https://www.leychile.cl/Navegar?idNorma=1063954&idParte=0"
"Contaminación";"Decreto 28";"ESTABLECE NORMA DE EMISIÓN PARA FUNDICIONES DE COBRE Y FUENTES EMISORAS DE ARSÉNICO";"12-DIC-2013";"MINISTERIO DEL MEDIO AMBIENTE";"1057059";"0";"https://www.leychile.cl/Navegar?idNorma=1057059&idParte=0"
"Contaminación";"Decreto 19";"ESTABLECE NORMAS SECUNDARIAS DE CALIDAD AMBIENTAL PARA LA PROTECCIÓN DE LAS AGUAS CONTINENTALES SUPERFICIALES DEL LAGO VILLARRICA";"16-OCT-2013";"MINISTERIO DEL MEDIO AMBIENTE";"1055224";"0";"https://www.leychile.cl/Navegar?idNorma=1055224&idParte=0"
"Contaminación";"Decreto 29";"ESTABLECE NORMA DE EMISIÓN PARA INCINERACIÓN  COINCINERACIÓN Y COPROCESAMIENTO Y DEROGA DECRETO Nº 45  DE 2007  DEL MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA";"12-SEP-2013";"MINISTERIO DEL MEDIO AMBIENTE";"1054148";"0";"https://www.leychile.cl/Navegar?idNorma=1054148&idParte=0"
"Contaminación";"Decreto 38";"ESTABLECE NORMA DE EMISIÓN DE RUIDOS GENERADOS POR FUENTES QUE INDICA  ELABORADA A PARTIR DE LA REVISIÓN DEL DECRETO Nº 146  DE 1997  DEL MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA";"12-JUN-2012";"MINISTERIO DEL MEDIO AMBIENTE";"1040928";"0";"https://www.leychile.cl/Navegar?idNorma=1040928&idParte=0"
"Contaminación";"Decreto 13";"ESTABLECE NORMA DE EMISIÓN PARA CENTRALES TERMOELÉCTRICAS";"23-JUN-2011";"MINISTERIO DEL MEDIO AMBIENTE";"1026808";"0";"https://www.leychile.cl/Navegar?idNorma=1026808&idParte=0"
"Contaminación";"Decreto 122";"ESTABLECE NORMAS SECUNDARIAS DE CALIDAD AMBIENTAL PARA LA PROTECCIÓN DE LAS AGUAS DEL LAGO LLANQUIHUE";"04-JUN-2010";"MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA";"1014239";"0";"https://www.leychile.cl/Navegar?idNorma=1014239&idParte=0"
"Contaminación";"Decreto 22";"ESTABLECE NORMA DE CALIDAD SECUNDARIA DE AIRE PARA ANHÍDRIDO SULFUROSO (SO2)";"16-ABR-2010";"MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA";"1012498";"0";"https://www.leychile.cl/Navegar?idNorma=1012498&idParte=0"
"Contaminación";"Decreto 75";"ESTABLECE NORMAS SECUNDARIAS DE CALIDAD AMBIENTAL PARA LA PROTECCIÓN DE LAS AGUAS CONTINENTALES SUPERFICIALES DE LA CUENCA DEL RÍO SERRANO";"19-MAR-2010";"MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA";"1011869";"0";"https://www.leychile.cl/Navegar?idNorma=1011869&idParte=0"
"Contaminación";"Decreto 144";"ESTABLECE NORMAS DE CALIDAD PRIMARIA PARA LA PROTECCIÓN DE LAS AGUAS MARINAS Y ESTUARINAS APTAS PARA ACTIVIDADES DE RECREACIÓN CON CONTACTO DIRECTO";"07-ABR-2009";"MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA";"1001042";"0";"https://www.leychile.cl/Navegar?idNorma=1001042&idParte=0"
"Contaminación";"Decreto 143";"ESTABLECE NORMAS DE CALIDAD PRIMARIA PARA LAS AGUAS CONTINENTALES SUPERFICIALES APTAS PARA ACTIVIDADES DE RECREACIÓN CON CONTACTO DIRECTO";"27-MAR-2009";"MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA";"288386";"0";"https://www.leychile.cl/Navegar?idNorma=288386&idParte=0"
"Contaminación";"Decreto 80";"ESTABLECE LA NORMA DE EMISION PARA MOLIBDENO Y SULFATOS DE EFLUENTES DESCARGADOS DESDE TRANQUES DE RELAVES AL ESTERO CAREN";"26-AGO-2006";"MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA";"252626";"0";"https://www.leychile.cl/Navegar?idNorma=252626&idParte=0"
"Contaminación";"Decreto 65";"DISPOSICIONES SOBRE CERTIFICACION DE SISTEMAS DE POST TRATAMIENTO DE EMISIONES PARA VEHICULOS QUE INDICA";"02-AGO-2004";"MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES,  SUBSECRETARIA DE TRANSPORTES";"228414";"0";"https://www.leychile.cl/Navegar?idNorma=228414&idParte=0"
"Contaminación";"Decreto 58";"REFORMULA Y ACTUALIZA PLAN DE PREVENCION Y DESCONTAMINACION ATMOSFERICA PARA LA REGION METROPOLITANA (PPDA)";"29-ENE-2004";"MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA";"220650";"0";"https://www.leychile.cl/Navegar?idNorma=220650&idParte=0"
"Contaminación";"Decreto 112";"ESTABLECE NORMA PRIMARIA DE CALIDAD DE AIRE PARA OZONO (O3)";"06-MAR-2003";"MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA";"208198";"0";"https://www.leychile.cl/Navegar?idNorma=208198&idParte=0"
"Contaminación";"Decreto 129";"ESTABLECE NORMA DE EMISION DE RUIDOS PARA BUSES DE LOCOMOCION COLECTIVA URBANA Y RURAL";"07-FEB-2003";"MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES,  SUBSECRETARIA DE TRANSPORTES";"207430";"0";"https://www.leychile.cl/Navegar?idNorma=207430&idParte=0"
"Contaminación";"Decreto 115";"ESTABLECE NORMA PRIMARIA DE CALIDAD DE AIRE PARA MONOXIDO DE CARBONO (CO)";"10-SEP-2002";"MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA";"202437";"0";"https://www.leychile.cl/Navegar?idNorma=202437&idParte=0"
"Contaminación";"Decreto 130";"ESTABLECE NORMAS DE EMISION DE MONOXIDO DE CARBONO (CO)  HIDROCARBUROS TOTALES (HCT)  HIDROCARBUROS NO METANICOS (HCNM)  METANO (CH4)  OXIDOS DE NITROGENO (NOX) Y MATERIAL PARTICULADO (MP) PARA MOTORES DE BUSES DE LOCOMOCION  COLECTIVA DE LA CIUDAD DE SANTIAGO";"13-MAR-2002";"MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES,  SUBSECRETARIA DE TRANSPORTES";"195386";"0";"https://www.leychile.cl/Navegar?idNorma=195386&idParte=0"
"Contaminación";"Decreto 136";"ESTABLECE NORMA DE CALIDAD PRIMARIA PARA PLOMO EN EL AIRE";"06-ENE-2001";"MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA";"179878";"0";"https://www.leychile.cl/Navegar?idNorma=179878&idParte=0"
"Contaminación";"Decreto 103";"ESTABLECE NORMA DE EMISION DE HIDROCARBUROS NO METANICOS PARA VEHICULOS LIVIANOS Y MEDIANOS";"15-SEP-2000";"MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES,  SUBSECRETARIA DE TRANSPORTES";"175405";"0";"https://www.leychile.cl/Navegar?idNorma=175405&idParte=0"
"Contaminación";"Decreto 104";"ESTABLECE NORMA DE EMISION PARA MOTOCICLETAS";"15-SEP-2000";"MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES,  SUBSECRETARIA DE TRANSPORTES";"175406";"0";"https://www.leychile.cl/Navegar?idNorma=175406&idParte=0"
"Contaminación";"Decreto 165";"ESTABLECE NORMA DE EMISION PARA LA REGULACION DEL CONTAMINANTE ARSENICO EMITIDO AL AIRE";"02-JUN-1999";"MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA";"137269";"0";"https://www.leychile.cl/Navegar?idNorma=137269&idParte=0"
"Contaminación";"Decreto 812";"COMPLEMENTA PROCEDIMIENTO DE COMPENSACION DE EMISIONES PARA FUENTES ESTACIONARIAS PUNTUALES QUE INDICA";"08-MAY-1995";"MINISTERIO DE SALUD";"15742";"0";"https://www.leychile.cl/Navegar?idNorma=15742&idParte=0"
"Contaminación";"Decreto 54";"ESTABLECE NORMAS DE EMISION APLICABLES A VEHICULOS MOTORIZADOS MEDIANOS QUE INDICA";"03-MAY-1994";"MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES";"8349";"0";"https://www.leychile.cl/Navegar?idNorma=8349&idParte=0"
"Contaminación";"Decreto 55";"ESTABLECE NORMAS DE EMISION APLICABLES A VEHICULOS MOTORIZADOS PESADOS QUE INDICA";"16-ABR-1994";"MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES";"8364";"0";"https://www.leychile.cl/Navegar?idNorma=8364&idParte=0"
"Contaminación";"Decreto 2467";"APRUEBA REGLAMENTO DE LABORATORIOS DE MEDICION Y ANALISIS DE EMISIONES ATMOSFERICAS PROVENIENTES DE FUENTES ESTACIONARIAS";"18-FEB-1994";"MINISTERIO DE SALUD";"19019";"0";"https://www.leychile.cl/Navegar?idNorma=19019&idParte=0"
"Contaminación";"Decreto 4";"ESTABLECE NORMAS DE EMISION DE CONTAMINANTES APLICABLES A LOS VEHICULOS MOTORIZADOS Y FIJA LOS PROCEDIMIENTOS PARA SU CONTROL";"29-ENE-1994";"MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES";"7307";"0";"https://www.leychile.cl/Navegar?idNorma=7307&idParte=0"
"Contaminación";"Decreto 82";"ESTABLECE NORMAS DE EMISION A VEHICULOS Y MOTORES QUE INDICA";"24-JUN-1993";"MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES";"8879";"0";"https://www.leychile.cl/Navegar?idNorma=8879&idParte=0"
"Contaminación";"Decreto 1583";"ESTABLECE NORMA DE EMISION DE MATERIAL PARTICULADO A FUENTES ESTACIONARIAS PUNTUALES QUE INDICA";"26-ABR-1993";"MINISTERIO DE SALUD";"18138";"0";"https://www.leychile.cl/Navegar?idNorma=18138&idParte=0"
"Contaminación";"Decreto 4 EXENTO";"ESTABLECE NORMAS DE CALIDAD DEL AIRE PARA MATERIAL PARTICULADO SEDIMENTABLE EN LA CUENCA DEL RIO HUASCO III REGION";"26-MAY-1992";"MINISTERIO DE AGRICULTURA,  SUBSECRETARÍA DE AGRICULTURA";"95904";"0";"https://www.leychile.cl/Navegar?idNorma=95904&idParte=0"
"Contaminación";"Decreto 4";"ESTABLECE NORMA DE EMISION DE MATERIAL PARTICULADO A FUENTES ESTACIONARIAS PUNTUALES Y GRUPALES";"02-MAR-1992";"MINISTERIO DE SALUD";"7303";"0";"https://www.leychile.cl/Navegar?idNorma=7303&idParte=0"
"Contaminación";"Decreto 185";"REGLAMENTA FUNCIONAMIENTO DE ESTABLECIMIENTOS EMISORES DE ANHIDRIDO SULFUROSO  MATERIAL PARTICULADO Y ARSENICO EN TODO EL TERRITORIO DE LA REPUBLICA";"16-ENE-1992";"MINISTERIO DE MINERÍA";"10631";"0";"https://www.leychile.cl/Navegar?idNorma=10631&idParte=0"
"Contaminación";"Decreto 211";"NORMAS SOBRE EMISIONES DE VEHICULOS MOTORIZADOS LIVIANOS";"11-DIC-1991";"MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES";"11031";"0";"https://www.leychile.cl/Navegar?idNorma=11031&idParte=0"
"Contaminación";"Decreto 32";"REGLAMENTO DE FUNCIONAMIENTO DE FUENTES EMISORAS DE CONTAMINANTES ATMOSFERICOS QUE INDICA  EN SITUACIONES DE EMERGENCIA DE CONTAMINACION ATMOSFERICA";"24-MAY-1990";"MINISTERIO DE SALUD";"7871";"0";"https://www.leychile.cl/Navegar?idNorma=7871&idParte=0"
"Contaminación";"Decreto 279";"APRUEBA REGLAMENTO PARA EL CONTROL DE LA EMISION DE CONTAMINANTES DE VEHICULOS MOTORIZADOS DE COMBUSTION INTERNA";"17-DIC-1983";"MINISTERIO DE SALUD";"11869";"0";"https://www.leychile.cl/Navegar?idNorma=11869&idParte=0"
"Contaminación";"Resolución 592 EXENTA";"DICTA INSTRUCCIÓN GENERAL QUE ESTABLECE MÉTODOS DE MEDICIÓN PARA LA NORMA PRIMARIA DE CALIDAD DEL AIRE PARA DIÓXIDO DE NITRÓGENO";"14-ABR-2025";"MINISTERIO DEL MEDIO AMBIENTE,  SUPERINTENDENCIA DEL MEDIO AMBIENTE";"1212483";"0";"https://www.leychile.cl/Navegar?idNorma=1212483&idParte=0"
"Contaminación";"Resolución 1986 EXENTA";"DICTA INSTRUCCIONES GENERALES SOBRE DEBERES DE REMISIÓN DE INFORMACIÓN PARA FUENTES EMISORAS REGULADAS POR LA NORMA DE EMISIÓN DE LUMINOSIDAD ARTIFICIAL GENERADA POR ALUMBRADOS DE EXTERIORES  DECRETO SUPREMO Nº 1  DE 2022  DEL MINISTERIO DEL MEDIO AMBIENTE; APRUEBA MODALIDAD DE REPORTE Y DEROGA RESOLUCIÓN QUE INDICA";"25-OCT-2024";"MINISTERIO DEL MEDIO AMBIENTE,  SUPERINTENDENCIA DEL MEDIO AMBIENTE";"1207745";"0";"https://www.leychile.cl/Navegar?idNorma=1207745&idParte=0"
"Contaminación";"Resolución 1358 EXENTA";"APRUEBA "PROTOCOLO DE ANÁLISIS Y ENSAYOS DE CONTAMINACIÓN LUMÍNICA DE LUMINARIAS Y/O PROYECTORES DE ALUMBRADO DE EXTERIORES  PCL N° 1"  DE CONFORMIDAD AL DS N° 1/2022 DEL MINISTERIO DEL MEDIO AMBIENTE  QUE ESTABLECE LA NORMA DE EMISIÓN DE LUMINOSIDAD ARTIFICIAL GENERADA POR ALUMBRADOS DE EXTERIORES  ELABORADA A PARTIR DE LA REVISIÓN DEL DECRETO SUPREMO N° 43  DE ; 2012  DEL MINISTERIO DEL MEDIO AMBIENTE";"17-AGO-2024";"MINISTERIO DEL MEDIO AMBIENTE,  SUPERINTENDENCIA DEL MEDIO AMBIENTE";"1205926";"0";"https://www.leychile.cl/Navegar?idNorma=1205926&idParte=0"
"Contaminación";"Resolución 342 EXENTA";"DETERMINA EL MECANISMO PARA DEMOSTRAR EL USO DE LA MEJOR TECNOLOGÍA DISPONIBLE PARA CONTROLAR LAS EMISIONES GENERADAS POR PROYECTOS DE REDUCCIÓN DE EMISIONES  DE CONFORMIDAD CON LO DISPUESTO EN DECRETO SUPREMO Nº 4  DE 2023  DEL MINISTERIO DEL MEDIO AMBIENTE";"08-MAY-2024";"MINISTERIO DEL MEDIO AMBIENTE";"1203386";"0";"https://www.leychile.cl/Navegar?idNorma=1203386&idParte=0"
"Contaminación";"Resolución 308 EXENTA";"ANTEPROYECTO DE LA NORMA PRIMARIA DE CALIDAD DEL AIRE PARA MATERIAL PARTICULADO FINO MP2 5  ELABORADO A PARTIR DE LA REVISIÓN DEL DECRETO SUPREMO Nº 12  DE 2011  DEL MINISTERIO DEL MEDIO AMBIENTE  Y LO SOMETE A CONSULTA PÚBLICA";"12-ABR-2024";"MINISTERIO DEL MEDIO AMBIENTE";"1202532";"0";"https://www.leychile.cl/Navegar?idNorma=1202532&idParte=0"
"Contaminación";"Resolución 1";"RESOLUCIÓN QUE ESTABLECE LOS CRITERIOS PARA DETERMINAR LAS CONDICIONES DE VENTILACIÓN EN LAS COMUNAS DE CONCÓN  QUINTERO Y PUCHUNCAVÍ  PARA LA GESTIÓN DE EPISODIOS CRÍTICOS";"11-ENE-2024";"MINISTERIO DEL MEDIO AMBIENTE,  SECRETARÍA REGIONAL MINISTERIAL REGIÓN DE VALPARAÍSO";"1200026";"0";"https://www.leychile.cl/Navegar?idNorma=1200026&idParte=0"
"Contaminación";"Resolución 2149 EXENTA";"FIJA PROGRAMA DE FISCALIZACIÓN AMBIENTAL PARA LA APLICACIÓN DEL IMPUESTO QUE GRAVA LAS EMISIONES AL AIRE DE MATERIAL PARTICULADO  ÓXIDOS DE NITRÓGENO  DIÓXIDO DE AZUFRE Y DIÓXIDO DE CARBONO CONFORME A LO DISPUESTO EN EL ARTÍCULO Nº8 DE LA LEY 20.780  MODIFICADO POR LA LEY Nº 21.210  PARA EL AÑO 2024";"04-ENE-2024";"MINISTERIO DEL MEDIO AMBIENTE,  SUPERINTENDENCIA DEL MEDIO AMBIENTE";"1199801";"0";"https://www.leychile.cl/Navegar?idNorma=1199801&idParte=0"
"Contaminación";"Resolución 1";"RESOLUCIÓN QUE ESTABLECE LOS CRITERIOS PARA DETERMINAR LAS CONDICIONES DE VENTILACIÓN EN LAS COMUNAS DE CONCÓN  QUINTERO Y PUCHUNCAVÍ  PARA LA GESTIÓN DE EPISODIOS CRÍTICOS";"13-ENE-2023";"MINISTERIO DEL MEDIO AMBIENTE,  SECRETARÍA REGIONAL MINISTERIAL REGIÓN DE VALPARAÍSO";"1187779";"0";"https://www.leychile.cl/Navegar?idNorma=1187779&idParte=0"
"Contaminación";"Resolución 1190 EXENTA";"DICTA INSTRUCCIÓN GENERAL PARA LA REMISIÓN DEL REPORTE ANUAL QUE REQUIERE EL ARTÍCULO 13° DEL DECRETO SUPREMO N°29  DE 2013  DEL MINISTERIO DEL MEDIO AMBIENTE  QUE ESTABLECE NORMA DE EMISIÓN PARA INCINERACIÓN  COINCINERACIÓN Y COPROCESAMIENTO  Y DEROGA DECRETO N°45  DE 2007  DEL MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA";"29-JUL-2022";"MINISTERIO DEL MEDIO AMBIENTE,  SUPERINTENDENCIA DEL MEDIO AMBIENTE";"1179303";"0";"https://www.leychile.cl/Navegar?idNorma=1179303&idParte=0"
"Contaminación";"Resolución 1028 EXENTA";"ACTUALIZA LISTADO DE PARALIZACIÓN DE GRANDES ESTABLECIMIENTOS INDUSTRIALES AFECTOS AL PLAN DE PREVENCIÓN Y DESCONTAMINACIÓN ATMOSFÉRICA DE LA REGIÓN METROPOLITANA";"14-JUL-2022";"MINISTERIO DEL MEDIO AMBIENTE,  SUPERINTENDENCIA DEL MEDIO AMBIENTE";"1178519";"0";"https://www.leychile.cl/Navegar?idNorma=1178519&idParte=0"
"Contaminación";"Resolución 687 EXENTA";"DA INICIO AL PROCESO DE ELABORACIÓN DEL PLAN DE DESCONTAMINACIÓN ATMOSFÉRICA POR MATERIAL PARTICULADO FINO RESPIRABLE MP2 5  POR NORMA ANUAL  PARA LA CIUDAD DE COYHAIQUE Y SU ZONA CIRCUNDANTE";"04-JUL-2022";"MINISTERIO DEL MEDIO AMBIENTE";"1178194";"0";"https://www.leychile.cl/Navegar?idNorma=1178194&idParte=0"
